3001,46
3002,91
3003,48
3004,55
3005,87
3006,56
3007,34
3008,21
3009,37
3010,24
3011,60
3012,38
3013,15
3014,46
3015,43
3016,34
3017,81
3018,11
3019,19
3020,59
3021,28
3022,68
3023,72
3024,61
3025,20
3026,59
3027,24
3028,65
3029,86
3030,56
3031,92
3032,30
3033,12
3034,26
3035,20
3036,59
3037,12
3038,59
3039,82
3040,47
3041,17
3042,74
3043,80
3044,26
3045,88
3046,23
3047,83
3048,97
3049,85
3050,81
3051,40
3052,66
3053,30
3054,68
3055,88
3056,86
3057,29
3058,42
3059,39
3060,55
3061,91
3062,37
3063,17
3064,10
3065,25
3066,68
3067,38
3068,34
3069,30
3070,33
3071,70
3072,18
3073,96
3074,58
3075,93
3076,20
3077,89
3078,14
3079,21
3080,61
3081,67
3082,17
3083,80
3084,82
3085,56
3086,76
3087,31
3088,22
3089,53
3090,67
3091,45
3092,19
3093,23
3094,16
3095,87
3096,25
3097,20
3098,29
3099,55
3100,64
3101,54
3102,60
3103,18
3104,93
3105,29
3106,50
3107,16
3108,59
3109,56
3110,54
3111,16
3112,66
3113,56
3114,94
3115,92
3116,13
3117,70
3118,13
3119,32
3120,54
3121,72
3122,89
3123,57
3124,13
3125,68
3126,29
3127,29
3128,85
3129,68
3130,39
3131,46
3132,95
3133,65
3134,68
3135,43
3136,11
3137,70
3138,96
3139,53
3140,71
3141,82
3142,86
3143,18
3144,50
3145,57
3146,26
3147,85
3148,52
3149,100
3150,37
3151,56
3152,46
3153,51
3154,50
3155,82
3156,33
3157,15
3158,85
3159,10
3160,85
3161,25
3162,80
3163,67
3164,68
3165,63
3166,48
3167,90
3168,83
3169,18
3170,42
3171,56
3172,62
3173,39
3174,79
3175,27
3176,51
3177,54
3178,49
3179,54
3180,16
3181,18
3182,66
3183,77
3184,50
3185,36
3186,61
3187,46
3188,96
3189,63
3190,36
3191,19
3192,52
3193,24
3194,89
3195,76
3196,20
3197,10
3198,24
3199,47
3200,95
3201,15
3202,73
3203,53
3204,68
3205,88
3206,65
3207,97
3208,27
3209,84
3210,58
3211,15
3212,84
3213,84
3214,74
3215,79
3216,74
3217,65
3218,24
3219,38
3220,52
3221,98
3222,84
3223,18
3224,16
3225,11
3226,70
3227,83
3228,38
3229,13
3230,54
3231,36
3232,16
3233,13
3234,28
3235,64
3236,65
3237,63
3238,64
