2001,41
2002,68
2003,36
2004,32
2005,75
2006,52
2007,19
2008,72
2009,44
2010,80
2011,35
2012,89
2013,48
2014,49
2015,12
2016,70
2017,41
2018,49
2019,87
2020,64
2021,47
2022,84
2023,21
2024,10
2025,53
2026,100
2027,88
2028,11
2029,91
2030,27
2031,80
2032,68
2033,90
2034,93
2035,71
2036,43
2037,80
2038,16
2039,59
2040,22
2041,25
2042,96
2043,47
2044,76
2045,49
2046,70
2047,66
2048,69
2049,98
2050,52
2051,13
2052,72
2053,74
2054,28
2055,37
2056,52
2057,51
2058,39
2059,44
2060,17
2061,34
2062,91
2063,77
2064,45
2065,48
2066,24
2067,48
2068,64
2069,73
2070,88
2071,57
2072,68
2073,81
2074,11
2075,59
2076,43
2077,22
2078,28
2079,95
2080,80
2081,47
2082,66
2083,73
2084,99
2085,63
2086,79
2087,64
2088,42
2089,67
2090,31
2091,46
2092,19
2093,83
2094,57
2095,41
2096,55
2097,83
2098,43
2099,26
2100,29
2101,22
2102,35
2103,17
2104,12
2105,98
2106,48
2107,88
2108,16
2109,81
2110,74
2111,78
2112,60
2113,86
2114,50
2115,23
2116,91
2117,97
2118,10
2119,99
2120,11
2121,53
2122,18
2123,74
2124,19
2125,68
2126,79
2127,40
2128,24
2129,50
2130,65
2131,99
2132,30
2133,15
2134,52
2135,26
2136,80
2137,80
2138,53
2139,36
2140,48
2141,71
2142,51
2143,52
2144,56
2145,18
2146,87
2147,44
2148,63
2149,13
2150,75
2151,10
2152,64
2153,11
2154,52
2155,10
2156,60
2157,82
2158,94
2159,95
2160,20
2161,40
2162,95
2163,69
2164,25
2165,42
2166,86
2167,33
2168,25
2169,95
2170,47
2171,59
2172,99
2173,52
2174,28
2175,28
2176,66
2177,52
2178,61
2179,83
2180,93
2181,64
2182,35
2183,44
2184,13
2185,85
2186,40
2187,56
2188,43
2189,22
2190,63
2191,87
2192,33
2193,46
2194,52
2195,86
2196,61
2197,86
2198,84
2199,48
2200,77
2201,97
2202,95
2203,55
2204,98
2205,22
2206,24
2207,19
2208,35
2209,72
2210,19
2211,34
2212,98
2213,73
2214,82
2215,71
2216,83
2217,38
2218,94
2219,26
2220,61
2221,90
2222,88
2223,33
2224,68
2225,90
2226,61
2227,72
2228,88
2229,39
2230,72
2231,20
2232,76
2233,10
2234,65
2235,75
2236,46
2237,34
2238,61
2239,52
2240,85
2241,51
2242,75
2243,76
2244,78
2245,23
2246,23
2247,31
2248,83
2249,100
2250,65
2251,58
2252,75
2253,68
2254,64
2255,18
2256,46
2257,96
2258,87
2259,59
2260,92
2261,35
2262,13
2263,54
2264,58
2265,81
2266,33
