1,96
2,92
3,21
4,56
5,24
6,57
7,92
8,34
9,29
10,87
11,33
12,40
13,80
14,68
15,17
16,23
17,71
18,75
19,40
20,92
21,23
22,61
23,84
24,100
25,80
26,35
27,85
28,31
29,25
30,58
31,71
32,59
33,25
34,37
35,68
36,73
37,51
38,22
39,23
40,16
41,85
42,15
43,36
44,99
45,15
46,34
47,68
48,43
49,10
50,71
51,21
52,42
53,22
54,21
55,99
56,80
57,86
58,90
59,69
60,73
61,26
62,61
63,60
64,30
65,83
66,88
67,37
68,33
69,25
70,50
71,36
72,45
73,71
74,38
75,50
76,86
77,16
78,76
79,51
80,71
81,10
82,28
83,39
84,23
85,60
86,81
87,40
88,34
89,30
90,80
91,59
92,97
93,15
94,68
95,89
96,59
97,95
98,34
99,48
100,60
101,55
102,53
103,89
104,47
105,70
106,62
107,29
108,40
109,46
110,61
111,42
112,39
113,16
114,43
115,53
116,87
117,98
118,46
119,24
120,93
121,69
122,72
123,72
124,27
125,61
126,76
127,64
128,53
129,70
130,15
131,60
132,90
133,40
134,100
135,88
136,21
137,79
138,19
139,10
140,39
141,12
142,35
143,70
144,77
145,48
146,29
147,32
148,83
149,35
150,36
151,88
152,22
153,50
154,14
155,60
156,95
157,20
158,20
159,48
160,71
161,78
162,96
163,10
164,51
165,95
166,16
167,53
168,69
169,50
170,32
171,82
172,82
173,89
174,53
175,29
176,69
177,57
178,14
179,28
180,94
181,20
182,24
183,20
184,15
185,90
186,88
187,66
188,79
189,80
190,76
191,36
192,52
193,75
194,94
195,77
196,94
197,27
198,61
199,43
200,92
201,47
202,86
203,62
204,66
205,18
206,18
207,85
208,37
209,45
210,28
211,56
212,90
213,21
214,51
215,35
216,19
217,41
218,70
219,75
220,30
221,87
222,58
223,61
224,70
225,84
226,83
227,98
228,85
229,40
230,45
231,72
232,70
233,79
234,45
235,36
236,78
237,79
238,29
239,37
240,75
241,70
242,10
243,60
244,19
245,15
246,82
247,20
248,78
249,88
250,86
251,11
252,91
253,48
254,92
255,13
256,80
257,88
258,52
259,24
260,20
261,21
262,100
263,51
264,69
265,73
266,87
267,61
268,49
269,32
270,78
271,41
272,48
273,14
274,40
275,91
276,87
277,51
278,58
279,39
280,83
281,45
282,35
283,91
284,36
285,60
286,21
287,59
288,80
289,21
290,92
291,50
292,34
293,97
294,69
295,68
296,86
297,82
298,79
299,60
300,12
301,79
302,40
303,97
304,79
305,39
306,19
307,26
308,69
309,44
310,89
311,87
312,88
313,57
314,99
315,58
316,69
317,37
318,51
319,46
320,15
321,61
322,19
323,51
324,76
325,79
326,37
327,46
328,52
329,36
330,53
331,77
332,52
333,55
334,10
335,44
336,12
337,55
338,29
339,72
340,46
341,98
342,41
343,40
344,92
345,37
346,57
347,43
348,43
349,85
350,28
351,54
352,67
353,92
354,56
355,40
356,10
357,51
358,76
359,73
360,74
361,71
362,87
363,17
364,97
365,48
366,41
367,34
368,19
369,91
370,40
371,52
372,32
373,58
374,94
375,78
376,99
377,56
378,82
379,94
380,65
381,20
382,55
383,86
384,60
385,28
386,78
387,35
388,59
389,46
390,96
391,57
392,82
393,84
394,39
395,69
396,62
397,73
398,18
399,43
400,74
401,69
402,80
403,47
404,51
405,84
406,43
407,46
408,83
409,89
410,97
411,34
412,44
413,60
414,11
415,79
416,85
417,65
418,24
419,51
420,15
421,90
422,47
423,46
424,85
425,44
426,74
427,15
428,48
429,76
430,25
431,83
432,33
433,25
434,28
435,98
436,68
437,53
438,100
439,64
440,91
441,87
442,61
443,48
444,21
445,48
446,62
447,44
448,64
449,37
450,86
451,99
452,61
453,96
454,27
455,86
456,86
457,78
458,75
459,32
460,64
461,83
462,62
463,63
464,96
465,100
466,50
467,12
468,89
469,75
470,65
471,61
472,94
473,54
474,38
475,57
476,39
477,55
478,94
479,33
480,37
481,60
482,28
483,88
484,100
485,85
486,90
487,51
488,47
489,33
490,11
491,37
492,53
493,46
494,89
495,37
496,85
497,40
498,49
499,93
500,63
501,55
502,15
503,81
504,29
505,47
506,61
507,31
508,79
509,15
510,85
511,39
512,35
513,56
514,58
515,38
516,40
517,44
518,79
519,78
520,44
521,16
522,64
523,36
524,64
525,45
526,69
527,16
528,58
529,36
530,24
531,36
532,38
533,31
534,52
535,79
536,41
537,44
538,37
539,62
540,94
541,98
542,12
543,57
544,19
545,27
546,60
547,24
548,13
549,46
550,15
551,60
552,23
553,61
554,43
555,18
556,36
557,61
558,28
559,67
560,84
561,64
562,66
563,17
564,44
565,33
566,52
567,10
568,70
569,89
570,22
571,31
572,34
573,44
574,31
575,35
576,100
577,23
578,53
579,27
580,80
581,17
582,44
583,65
584,95
585,83
586,56
587,96
588,18
589,89
590,26
591,98
592,37
593,74
594,22
595,10
596,84
597,37
598,40
599,27
600,95
601,12
602,22
603,75
604,62
605,81
606,47
607,72
608,57
609,13
610,40
611,41
612,95
613,13
614,68
