4001,36
4002,16
4003,32
4004,52
4005,10
4006,39
4007,75
4008,38
4009,85
4010,96
4011,31
4012,43
4013,39
4014,65
4015,49
4016,32
4017,81
4018,81
4019,40
4020,26
4021,10
4022,67
4023,87
4024,48
4025,32
4026,94
4027,73
4028,72
4029,37
4030,25
4031,76
4032,93
4033,33
4034,85
4035,98
4036,83
4037,95
4038,17
4039,14
4040,76
4041,76
4042,15
4043,79
4044,87
4045,25
4046,59
4047,68
4048,91
4049,84
4050,36
4051,97
4052,29
4053,71
4054,76
4055,99
4056,95
4057,26
4058,41
4059,72
4060,90
4061,17
4062,93
4063,22
4064,25
4065,62
4066,55
4067,30
4068,28
4069,17
4070,70
4071,43
4072,58
4073,76
4074,25
4075,90
4076,42
4077,16
4078,44
4079,77
4080,83
4081,96
4082,51
4083,83
4084,63
4085,99
4086,65
4087,88
4088,72
4089,29
4090,74
4091,92
4092,10
4093,48
4094,71
4095,97
4096,26
4097,40
4098,23
4099,40
4100,35
4101,79
4102,59
4103,52
4104,54
4105,70
4106,87
4107,20
4108,34
4109,47
4110,47
4111,30
4112,11
4113,49
4114,60
4115,71
4116,89
4117,12
4118,80
4119,28
4120,35
4121,84
4122,10
4123,43
4124,88
4125,89
4126,51
4127,19
4128,21
4129,93
4130,53
4131,43
4132,51
4133,65
4134,17
4135,18
4136,94
4137,77
4138,26
4139,56
4140,11
4141,48
4142,86
4143,79
4144,31
4145,25
4146,50
4147,89
4148,53
4149,45
4150,88
4151,33
4152,86
4153,96
4154,51
4155,93
4156,30
4157,14
4158,82
4159,82
4160,30
4161,74
4162,40
4163,70
4164,91
4165,31
4166,45
4167,14
4168,23
4169,81
4170,72
4171,96
4172,62
4173,54
4174,72
4175,70
4176,95
4177,36
4178,84
4179,69
4180,21
4181,92
4182,83
4183,76
4184,29
4185,72
4186,24
4187,100
4188,49
4189,65
4190,93
4191,92
4192,37
4193,94
4194,49
4195,94
4196,63
4197,73
4198,23
4199,81
4200,97
4201,62
4202,11
4203,99
4204,51
4205,71
4206,86
4207,68
4208,65
4209,41
4210,52
4211,86
4212,53
4213,15
4214,18
4215,98
4216,70
4217,97
4218,11
4219,35
4220,94
4221,48
4222,100
4223,48
4224,13
4225,100
4226,44
4227,97
4228,43
4229,72
4230,83
4231,40
4232,54
4233,85
4234,32
4235,67
4236,42
4237,83
4238,16
4239,22
4240,91
4241,28
4242,55
4243,45
4244,35
4245,10
4246,39
4247,11
4248,83
4249,49
4250,83
4251,96
4252,38
4253,71
4254,80
4255,74
4256,30
4257,59
4258,73
4259,98
4260,88
4261,56
4262,94
4263,67
4264,35
4265,20
4266,67
4267,23
4268,18
4269,27
4270,64
4271,92
4272,50
4273,62
4274,24
4275,47
4276,96
4277,68
4278,39
4279,10
4280,35
4281,78
4282,51
4283,35
4284,68
4285,95
4286,56
4287,71
4288,28
4289,38
4290,38
4291,24
4292,39
4293,78
4294,90
4295,26
4296,55
4297,76
4298,25
4299,17
4300,80
4301,68
4302,49
4303,60
4304,18
4305,74
4306,62
4307,22
4308,70
4309,64
4310,14
4311,76
4312,57
